GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
1953-11-07,0,1,1,TOR
1953-11-08,0,1,1,NYR
1953-11-11,1,1,2,BOS
1953-11-14,0,0,0,NYR
1953-11-15,1,1,2,NYR
1953-11-19,1,1,2,BOS
1953-11-21,0,0,0,MTL
1953-11-22,0,2,2,NYR
1953-11-26,0,1,1,TOR
1953-11-28,2,1,3,CHI
1953-11-29,1,0,1,CHI
1953-12-03,1,0,1,NYR
1953-12-05,0,0,0,TOR
1953-12-06,0,0,0,CHI
1953-12-09,1,0,1,NYR
1953-12-10,1,1,2,BOS
1953-12-12,1,2,3,BOS
1953-12-13,0,2,2,MTL
1953-12-17,1,0,1,CHI
1953-12-18,1,0,1,CHI
1953-12-20,0,1,1,BOS
1953-12-23,0,0,0,NYR
1953-12-26,0,0,0,TOR
1953-12-27,0,0,0,BOS
1953-12-31,0,1,1,MTL
1954-01-01,0,2,2,CHI
1954-01-03,0,0,0,TOR
1954-01-07,0,0,0,BOS
1954-01-10,0,1,1,MTL
1954-01-13,2,0,2,NYR
1954-01-14,0,0,0,BOS
1954-01-17,2,0,2,NYR
1954-01-21,0,0,0,MTL
1954-01-23,0,0,0,TOR
1954-01-24,1,0,1,TOR
1954-01-28,0,1,1,NYR
1954-01-30,0,1,1,CHI
1954-01-31,0,2,2,CHI
1954-02-04,0,3,3,BOS
1954-02-06,0,0,0,BOS
1954-02-07,0,1,1,BOS
1954-02-10,2,0,2,NYR
1954-02-14,2,1,3,CHI
1954-02-15,1,0,1,CHI
1954-02-17,0,0,0,TOR
1954-02-18,0,1,1,MTL
1954-02-20,0,0,0,MTL
1954-02-22,0,2,2,MTL
1954-02-25,1,0,1,CHI
1954-03-04,1,1,2,TOR
1954-03-06,0,0,0,TOR
1954-03-07,0,1,1,MTL
1954-03-11,2,0,2,CHI
1954-03-13,1,1,2,NYR
1954-03-14,0,0,0,NYR
1954-03-16,0,0,0,BOS
1954-03-18,1,2,3,BOS
1954-03-20,0,0,0,MTL
1954-03-21,1,2,3,TOR
1954-10-07,0,0,0,TOR
1954-10-09,1,1,2,NYR
1954-10-13,1,2,3,MTL
1954-10-16,1,0,1,MTL
1954-10-17,0,1,1,CHI
1954-10-21,1,0,1,BOS
1954-10-23,0,0,0,CHI
1954-10-27,0,0,0,NYR
1954-10-30,0,1,1,BOS
1954-11-03,0,0,0,TOR
1954-11-20,1,0,1,CHI
1954-11-21,1,0,1,CHI
1954-11-25,0,1,1,TOR
1954-11-27,0,0,0,MTL
1954-11-28,0,0,0,BOS
1954-12-01,2,0,2,NYR
1954-12-02,0,1,1,MTL
1954-12-04,0,0,0,TOR
1954-12-05,0,1,1,CHI
1954-12-09,0,2,2,NYR
1954-12-11,1,1,2,NYR
1954-12-12,0,1,1,CHI
1954-12-15,0,1,1,NYR
1954-12-16,0,2,2,BOS
1954-12-18,1,1,2,BOS
1954-12-19,0,0,0,MTL
1954-12-22,0,0,0,NYR
1954-12-25,0,0,0,TOR
1954-12-26,1,0,1,TOR
1954-12-30,2,0,2,TOR
1955-01-01,1,0,1,MTL
1955-01-02,1,0,1,MTL
1955-01-06,2,0,2,BOS
1955-01-08,0,0,0,CHI
1955-01-09,1,0,1,CHI
1955-01-13,0,2,2,BOS
1955-01-15,2,0,2,MTL
1955-01-16,0,1,1,NYR
1955-01-19,0,0,0,NYR
1955-01-20,0,1,1,BOS
1955-01-22,0,0,0,TOR
1955-01-23,1,1,2,TOR
1955-01-27,0,0,0,NYR
1955-01-29,0,0,0,CHI
1955-01-30,1,0,1,MTL
1955-02-03,0,0,0,BOS
1955-02-05,0,0,0,BOS
1955-02-06,0,0,0,BOS
1955-02-12,0,0,0,TOR
1955-02-13,1,0,1,CHI
1955-02-15,0,1,1,CHI
1955-02-17,0,1,1,MTL
1955-02-20,1,0,1,NYR
1955-02-21,0,0,0,BOS
1955-02-26,0,0,0,TOR
1955-02-27,0,2,2,CHI
1955-03-03,3,1,4,CHI
1955-03-05,0,2,2,NYR
1955-03-06,0,0,0,NYR
1955-03-12,0,2,2,CHI
1955-03-13,0,2,2,TOR
1955-03-16,2,0,2,BOS
1955-03-17,0,1,1,MTL
1955-03-20,0,0,0,MTL
1955-10-06,0,1,1,CHI
1955-10-08,0,1,1,TOR
1955-10-09,1,0,1,NYR
1955-10-15,2,0,2,CHI
1955-10-16,2,2,4,TOR
1955-10-20,0,0,0,CHI
1955-10-22,0,0,0,BOS
1955-10-26,0,2,2,NYR
1955-10-29,0,0,0,MTL
1955-10-30,0,1,1,MTL
1955-11-02,0,0,0,TOR
1955-11-03,0,0,0,NYR
1955-11-05,0,1,1,CHI
1955-11-06,1,1,2,TOR
1955-11-10,0,0,0,CHI
1955-11-12,0,0,0,MTL
1955-11-13,0,0,0,BOS
1955-11-16,2,0,2,NYR
1955-11-19,2,1,3,CHI
1955-11-20,0,0,0,CHI
1955-11-24,0,2,2,MTL
1955-11-27,0,1,1,TOR
1955-11-30,0,1,1,TOR
1955-12-03,1,1,2,BOS
1955-12-04,1,0,1,NYR
1955-12-08,0,0,0,BOS
1955-12-10,0,1,1,MTL
1955-12-11,0,0,0,NYR
1955-12-15,0,2,2,TOR
1955-12-18,0,0,0,MTL
1955-12-22,1,1,2,BOS
1955-12-24,0,1,1,MTL
1955-12-25,0,0,0,TOR
1955-12-29,1,0,1,BOS
1955-12-31,0,0,0,TOR
1956-01-01,2,1,3,CHI
1956-01-04,0,1,1,NYR
1956-01-05,1,0,1,MTL
1956-01-08,2,0,2,BOS
1956-01-12,2,1,3,NYR
1956-01-14,1,1,2,CHI
1956-01-15,0,0,0,MTL
1956-01-19,3,1,4,BOS
1956-01-21,0,1,1,TOR
1956-01-22,2,0,2,TOR
1956-01-26,1,1,2,NYR
1956-01-27,0,2,2,CHI
1956-01-29,0,0,0,MTL
1956-02-02,0,0,0,MTL
1956-02-04,0,1,1,MTL
1956-02-05,0,0,0,BOS
1956-02-07,2,0,2,CHI
1956-02-11,0,0,0,BOS
1956-02-12,0,1,1,NYR
1956-02-14,1,0,1,NYR
1956-02-18,1,1,2,TOR
1956-02-19,0,2,2,CHI
1956-02-21,1,1,2,BOS
1956-02-25,1,0,1,MTL
1956-02-26,0,1,1,NYR
1956-02-28,0,1,1,NYR
1956-03-01,0,0,0,BOS
1956-03-03,1,1,2,TOR
1956-03-04,0,1,1,MTL
1956-03-08,1,2,3,BOS
1956-03-10,0,0,0,CHI
1956-03-11,2,0,2,CHI
1956-03-13,0,0,0,BOS
1956-03-15,0,0,0,NYR
1956-03-18,0,0,0,TOR
1956-10-11,0,2,2,CHI
1956-10-13,0,1,1,TOR
1956-10-14,0,0,0,NYR
1956-10-18,1,1,2,TOR
1956-10-21,0,0,0,BOS
1956-10-25,1,0,1,CHI
1956-10-28,1,2,3,MTL
1956-11-01,1,1,2,MTL
1956-11-03,0,0,0,TOR
1956-11-08,0,0,0,BOS
1956-11-10,1,1,2,NYR
1956-11-11,0,0,0,CHI
1956-11-15,0,2,2,TOR
1956-11-17,2,0,2,MTL
1956-11-18,2,2,4,MTL
1956-11-22,0,0,0,TOR
1956-11-24,0,0,0,CHI
1956-11-25,1,1,2,CHI
1956-11-29,2,0,2,NYR
1956-12-01,0,0,0,TOR
1956-12-02,0,0,0,MTL
1956-12-06,1,1,2,BOS
1956-12-08,1,0,1,BOS
1956-12-09,1,0,1,NYR
1956-12-13,0,1,1,NYR
1956-12-15,2,1,3,CHI
1956-12-16,1,0,1,CHI
1956-12-20,0,0,0,BOS
1956-12-22,0,1,1,MTL
1956-12-23,2,1,3,MTL
1956-12-25,3,3,6,NYR
1956-12-27,0,2,2,BOS
1956-12-30,0,0,0,BOS
1956-12-31,1,0,1,NYR
1957-01-02,1,0,1,TOR
1957-01-05,0,0,0,MTL
1957-01-06,0,0,0,TOR
1957-01-10,0,0,0,BOS
1957-01-12,0,0,0,NYR
1957-01-13,0,1,1,NYR
1957-01-17,0,1,1,BOS
1957-01-19,1,1,2,CHI
1957-01-20,1,1,2,NYR
1957-01-24,2,2,4,CHI
1957-01-26,0,0,0,TOR
1957-01-27,0,0,0,TOR
1957-01-31,1,1,2,MTL
1957-02-02,0,1,1,NYR
1957-02-03,0,0,0,MTL
1957-02-07,0,0,0,BOS
1957-02-09,1,1,2,CHI
1957-02-10,1,0,1,CHI
1957-02-14,1,1,2,NYR
1957-02-16,1,2,3,TOR
1957-02-17,2,0,2,BOS
1957-02-21,1,2,3,MTL
1957-02-23,1,1,2,CHI
1957-02-24,0,1,1,TOR
1957-02-28,0,0,0,MTL
1957-03-02,0,1,1,MTL
1957-03-03,1,0,1,NYR
1957-03-07,0,1,1,BOS
1957-03-09,2,0,2,BOS
1957-03-10,0,0,0,NYR
1957-03-12,0,1,1,CHI
1957-03-14,1,0,1,CHI
1957-03-17,0,0,0,MTL
1957-03-21,0,0,0,BOS
1957-03-23,2,1,3,TOR
