GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2019-01-16,1,0,1,VAN
2019-01-19,0,0,0,CGY
2019-01-20,0,2,2,CAR
2019-01-22,0,1,1,DET
2019-02-02,1,1,2,PHI
2019-02-03,1,0,1,MTL
2019-02-05,0,2,2,CHI
2019-02-07,0,2,2,MIN
2019-02-09,0,1,1,SJS
2019-02-13,0,1,1,PIT
2019-02-15,0,0,0,CAR
2019-02-16,0,1,1,NYI
2019-02-21,1,1,2,NYI
2019-02-27,0,1,1,TOR
2019-02-28,1,0,1,OTT
2019-03-02,0,3,3,CBJ
2019-03-04,0,2,2,BUF
2019-03-07,0,2,2,VAN
2019-03-09,0,2,2,TOR
2019-03-11,1,1,2,NYR
2019-03-13,0,2,2,NJD
2019-03-16,2,1,3,ARI
2019-03-17,0,2,2,VGK
2019-03-19,0,0,0,STL
2019-03-21,1,1,2,CBJ
2019-03-23,1,0,1,OTT
2019-03-26,1,3,4,LAK
2019-03-28,1,1,2,DAL
2019-03-30,0,0,0,ANA
2019-04-01,1,0,1,VGK
2019-04-02,0,0,0,COL
2019-04-04,0,1,1,SJS
2019-04-06,0,0,0,CGY
2019-10-02,1,0,1,VAN
2019-10-05,1,3,4,LAK
2019-10-08,0,3,3,NYI
2019-10-10,1,1,2,NJD
2019-10-12,1,1,2,NYR
2019-10-14,0,0,0,CHI
2019-10-16,1,4,5,PHI
2019-10-18,0,0,0,DET
2019-10-20,0,0,0,WPG
2019-10-22,0,0,0,MIN
2019-10-24,1,2,3,WSH
2019-10-27,0,1,1,FLA
2019-10-29,0,1,1,DET
2019-10-30,0,1,1,CBJ
2019-11-02,0,0,0,PIT
2019-11-04,1,0,1,ARI
2019-11-06,1,1,2,STL
2019-11-08,0,1,1,NJD
2019-11-10,3,0,3,ANA
2019-11-12,0,1,1,SJS
2019-11-14,3,3,6,COL
2019-11-16,0,3,3,DAL
2019-11-19,1,2,3,SJS
2019-11-21,1,0,1,LAK
2019-11-23,2,0,2,VGK
2019-11-24,0,1,1,ARI
2019-11-27,0,0,0,COL
2019-11-30,1,1,2,VAN
2019-12-01,0,2,2,VAN
2019-12-04,0,0,0,OTT
2019-12-06,0,1,1,LAK
2019-12-08,0,0,0,BUF
2019-12-10,0,3,3,CAR
2019-12-12,1,1,2,MIN
2019-12-14,0,0,0,TOR
2019-12-16,0,2,2,DAL
2019-12-18,0,0,0,STL
2019-12-20,0,0,0,PIT
2019-12-21,1,1,2,MTL
2019-12-23,0,1,1,VAN
2019-12-27,1,0,1,CGY
2019-12-31,0,1,1,NYR
2020-01-02,0,0,0,BUF
2020-01-04,1,0,1,BOS
2020-01-06,1,3,4,TOR
