GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
1970-03-01,1,0,1,STL
1970-03-04,1,0,1,STL
1970-03-07,0,0,0,PHI
1970-03-08,0,0,0,MTL
1970-03-11,0,0,0,CHI
1970-03-14,0,1,1,TOR
1970-03-15,1,0,1,DET
1970-03-19,0,1,1,CHI
1970-03-21,1,1,2,MNS
1970-03-22,0,1,1,MNS
1970-03-25,1,0,1,NYR
1970-03-28,1,3,4,DET
1970-03-29,0,0,0,DET
1970-04-01,2,0,2,MTL
1970-04-04,1,1,2,TOR
1970-04-05,0,1,1,TOR
1970-10-11,1,0,1,DET
1970-10-14,3,2,5,LAK
1970-10-16,1,3,4,CGS
1970-10-18,0,0,0,VAN
1970-10-22,0,1,1,CHI
1970-10-25,1,1,2,PHI
1970-10-29,1,1,2,DET
1970-10-31,0,3,3,NYR
1970-11-01,0,1,1,MNS
1970-11-05,0,0,0,STL
1970-11-07,0,0,0,PIT
1970-11-08,1,2,3,MTL
1970-11-10,1,1,2,VAN
1970-11-14,0,1,1,TOR
1970-11-15,0,0,0,CGS
1970-11-18,2,2,4,MNS
1970-11-21,2,0,2,PHI
1970-11-22,1,2,3,PIT
1970-11-24,0,1,1,STL
1970-11-26,0,2,2,CHI
1970-11-28,0,0,0,NYR
1970-11-29,1,1,2,TOR
1970-12-02,3,0,3,CHI
1970-12-03,0,1,1,BUF
1970-12-05,1,2,3,MTL
1970-12-06,3,0,3,PIT
1970-12-10,1,1,2,BUF
1970-12-12,0,1,1,PHI
1970-12-13,3,0,3,DET
1970-12-16,2,0,2,LAK
1970-12-19,0,3,3,STL
1970-12-20,2,2,4,MNS
1970-12-23,0,1,1,DET
1970-12-25,2,1,3,PIT
1970-12-26,0,0,0,PIT
1970-12-30,2,0,2,MNS
1971-01-01,0,1,1,BUF
1971-01-03,0,1,1,PHI
1971-01-07,2,1,3,VAN
1971-01-09,1,0,1,CHI
1971-01-10,1,1,2,CGS
1971-01-14,3,3,6,LAK
1971-01-16,0,0,0,MTL
1971-01-17,1,2,3,TOR
1971-01-23,1,1,2,CHI
1971-01-24,1,0,1,MTL
1971-01-27,0,2,2,NYR
1971-01-28,0,1,1,PHI
1971-01-31,1,2,3,STL
1971-02-03,0,2,2,LAK
1971-02-06,1,2,3,BUF
1971-02-07,0,0,0,MNS
1971-02-09,1,4,5,NYR
1971-02-11,0,1,1,STL
1971-02-14,1,1,2,TOR
1971-02-16,0,1,1,VAN
1971-02-19,1,0,1,CGS
1971-02-20,1,1,2,LAK
1971-02-23,1,0,1,BUF
1971-02-25,0,1,1,VAN
1971-02-28,1,1,2,TOR
1971-03-02,1,1,2,MNS
1971-03-04,0,0,0,CGS
1971-03-06,3,0,3,PIT
1971-03-07,1,1,2,STL
1971-03-10,1,0,1,CGS
1971-03-11,2,1,3,LAK
1971-03-13,1,1,2,VAN
1971-03-16,1,3,4,DET
1971-03-18,2,2,4,DET
1971-03-20,1,0,1,PHI
1971-03-21,2,0,2,BUF
1971-03-24,0,0,0,CHI
1971-03-27,1,0,1,NYR
1971-03-28,1,0,1,NYR
1971-03-31,2,0,2,MTL
1971-04-03,2,1,3,TOR
1971-04-04,3,1,4,MTL
1971-10-10,1,0,1,NYR
1971-10-13,1,0,1,NYR
1971-10-14,2,3,5,BUF
1971-10-17,0,1,1,TOR
1971-10-20,0,2,2,DET
1971-10-22,1,3,4,CGS
1971-10-24,1,1,2,VAN
1971-10-27,1,1,2,MTL
1971-10-28,0,0,0,CGS
1971-10-31,0,1,1,MNS
1971-11-04,1,0,1,STL
1971-11-06,1,0,1,DET
1971-11-07,0,0,0,MTL
1971-11-10,0,1,1,CHI
1971-11-11,2,1,3,CGS
1971-11-14,2,3,5,LAK
1971-11-18,1,1,2,VAN
1971-11-20,0,0,0,CHI
1971-11-21,1,1,2,STL
1971-11-24,1,0,1,PHI
1971-11-25,0,2,2,PHI
1971-11-27,2,1,3,STL
1971-12-04,1,0,1,TOR
1971-12-05,1,2,3,PIT
1971-12-08,0,3,3,LAK
1971-12-11,2,1,3,VAN
1971-12-12,1,0,1,CGS
1971-12-16,1,3,4,NYR
1971-12-18,0,0,0,PIT
1971-12-19,1,0,1,PIT
1971-12-23,1,1,2,BUF
1971-12-25,1,1,2,PHI
1971-12-26,1,1,2,TOR
1971-12-29,1,0,1,CHI
1971-12-30,1,0,1,MNS
1972-01-02,0,0,0,NYR
1972-01-05,1,1,2,TOR
1972-01-06,1,1,2,BUF
1972-01-08,2,0,2,STL
1972-01-12,0,2,2,PIT
1972-01-13,0,0,0,LAK
1972-01-15,2,0,2,CHI
1972-01-16,1,1,2,DET
1972-01-18,1,0,1,STL
1972-01-22,1,1,2,MTL
1972-01-23,0,2,2,BUF
1972-01-27,3,0,3,PHI
1972-01-29,1,1,2,PHI
1972-01-30,0,1,1,STL
1972-02-02,1,0,1,NYR
1972-02-03,0,0,0,MNS
1972-02-05,0,0,0,DET
1972-02-06,0,0,0,BUF
1972-02-10,1,1,2,VAN
1972-02-12,1,2,3,BUF
1972-02-13,0,1,1,MTL
1972-02-15,0,1,1,CGS
1972-02-17,3,1,4,PHI
1972-02-19,0,1,1,MNS
1972-02-20,2,1,3,CHI
1972-02-22,1,1,2,VAN
1972-02-23,2,0,2,CGS
1972-02-26,1,2,3,LAK
1972-03-02,3,2,5,VAN
1972-03-04,0,4,4,DET
1972-03-05,0,0,0,LAK
1972-03-08,0,0,0,MNS
1972-03-11,0,1,1,PIT
1972-03-12,1,0,1,PIT
1972-03-16,0,2,2,LAK
1972-03-19,3,1,4,MNS
1972-03-23,0,0,0,NYR
1972-03-25,2,0,2,CHI
1972-03-26,0,2,2,MTL
1972-03-28,1,0,1,DET
1972-03-29,1,0,1,TOR
1972-10-08,0,0,0,LAK
1972-10-11,0,0,0,DET
1972-10-14,1,1,2,NYI
1972-10-15,2,2,4,PIT
1972-10-18,0,0,0,NYR
1972-10-21,0,2,2,PIT
1972-10-22,0,1,1,VAN
1972-10-25,0,0,0,BUF
1972-10-26,2,0,2,CHI
1972-10-28,0,2,2,TOR
1972-10-29,1,0,1,NYI
1972-11-02,0,0,0,LAK
1972-11-03,1,0,1,CGS
1972-11-05,1,1,2,VAN
1972-11-09,2,3,5,DET
1972-11-12,0,0,0,MTL
1972-11-16,1,1,2,STL
1972-11-18,2,2,4,NYI
1972-11-19,1,1,2,TOR
1972-11-23,0,2,2,CGS
1972-11-24,0,0,0,AFM
1972-11-26,0,2,2,PHI
1972-11-29,1,1,2,MTL
1972-11-30,0,1,1,BUF
1972-12-03,0,1,1,NYI
1972-12-07,1,1,2,STL
1972-12-09,1,1,2,PHI
1972-12-10,0,1,1,CGS
1972-12-13,0,0,0,BUF
1972-12-14,0,2,2,NYR
1972-12-17,1,2,3,PHI
1972-12-19,2,0,2,PIT
1972-12-21,1,2,3,DET
1972-12-23,0,0,0,AFM
1972-12-27,0,1,1,AFM
1972-12-29,0,1,1,MNS
1973-01-01,3,0,3,VAN
1973-01-04,0,0,0,STL
1973-01-07,0,2,2,CHI
1973-01-11,0,0,0,MNS
1973-01-13,1,0,1,TOR
1973-01-14,4,1,5,BUF
1973-01-18,0,3,3,NYI
1973-01-20,0,0,0,PIT
1973-01-21,0,0,0,CGS
1973-01-24,0,1,1,NYR
1973-01-25,0,1,1,DET
1973-01-27,1,0,1,CHI
1973-01-28,0,2,2,LAK
1973-02-01,3,2,5,TOR
1973-02-03,1,0,1,NYR
1973-02-04,0,0,0,PHI
1973-02-07,1,2,3,MNS
1973-02-10,1,2,3,PIT
1973-02-11,0,0,0,LAK
1973-02-13,1,1,2,VAN
1973-02-15,0,1,1,PHI
1973-02-17,0,0,0,MNS
1973-02-18,0,1,1,CHI
1973-02-20,1,2,3,VAN
1973-02-21,1,1,2,CGS
1973-02-24,1,1,2,LAK
1973-03-01,2,0,2,STL
1973-03-03,0,1,1,MTL
1973-03-04,2,0,2,CHI
1973-03-07,1,0,1,STL
1973-03-09,0,0,0,AFM
1973-03-11,1,1,2,MTL
1973-03-13,0,2,2,NYI
1973-03-15,1,0,1,BUF
1973-03-16,0,2,2,DET
1973-03-18,1,4,5,AFM
1973-03-22,0,3,3,MNS
1973-03-24,1,0,1,NYR
1973-03-25,2,1,3,BUF
1973-03-28,4,1,5,NYR
1973-03-31,0,2,2,TOR
1973-04-01,0,1,1,MTL
1973-10-10,3,2,5,VAN
1973-10-13,2,2,4,DET
1973-10-14,0,1,1,NYI
1973-10-17,2,0,2,AFM
1973-10-21,1,1,2,PIT
1973-10-23,0,2,2,STL
1973-10-25,2,1,3,BUF
1973-10-27,2,0,2,TOR
1973-10-28,1,0,1,MNS
1973-10-31,1,1,2,MNS
1973-11-03,0,2,2,NYI
1973-11-04,2,0,2,CGS
1973-11-07,2,1,3,NYR
1973-11-08,0,1,1,MTL
1973-11-11,1,1,2,VAN
1973-11-14,0,0,0,MTL
1973-11-15,0,4,4,NYR
1973-11-17,1,1,2,DET
