GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2009-04-09,1,1,2,NYI
2009-04-11,0,0,0,MTL
2009-10-02,1,0,1,NYR
2009-10-03,1,1,2,NYI
2009-10-07,0,0,0,PHX
2009-10-08,0,0,0,PHI
2009-10-10,2,0,2,TOR
2009-10-12,0,0,0,OTT
2009-10-14,0,0,0,CAR
2009-10-17,0,2,2,TBL
2009-10-20,0,1,1,STL
2009-10-23,2,0,2,FLA
2009-10-24,0,1,1,NJD
2009-10-28,3,0,3,MTL
2009-10-30,0,2,2,CBJ
2009-10-31,0,0,0,MIN
2009-11-03,0,0,0,ANA
2009-11-05,0,0,0,LAK
2009-11-07,0,0,0,SJS
2009-11-10,0,0,0,BOS
2009-11-12,0,1,1,NJD
2009-11-14,1,2,3,BOS
2009-11-16,0,1,1,ANA
2009-11-19,0,0,0,OTT
2009-11-21,0,1,1,ATL
2009-11-23,1,0,1,FLA
2009-11-25,1,1,2,MTL
2009-11-27,0,0,0,NYI
2009-11-28,3,2,5,NYR
2009-11-30,2,1,3,NYR
2009-12-03,2,1,3,COL
2009-12-07,1,0,1,CAR
2009-12-10,0,0,0,MTL
2009-12-12,0,1,1,FLA
2009-12-15,1,2,3,PHI
2009-12-17,1,0,1,PHI
2009-12-19,0,1,1,BUF
2009-12-21,0,0,0,NJD
2009-12-23,0,3,3,OTT
2009-12-27,1,0,1,TOR
2009-12-29,0,1,1,BUF
2009-12-30,0,0,0,NJD
2010-01-02,0,0,0,TBL
2010-01-03,1,0,1,FLA
2010-01-05,0,0,0,ATL
2010-01-07,2,0,2,PHI
2010-01-09,1,1,2,TOR
2010-01-11,2,1,3,MIN
2010-01-13,1,0,1,CGY
2010-01-14,0,0,0,EDM
2010-01-16,0,0,0,VAN
2010-01-19,2,4,6,NYI
2010-01-21,1,0,1,WSH
2010-01-24,0,1,1,PHI
2010-01-25,0,2,2,NYR
2010-01-28,0,0,0,OTT
2010-01-31,1,0,1,DET
2010-02-01,3,0,3,BUF
2010-02-06,0,1,1,MTL
2010-02-07,2,0,2,WSH
2010-02-10,0,0,0,NYI
2010-02-12,2,0,2,NYR
2010-02-14,1,1,2,NSH
2010-03-02,0,1,1,BUF
2010-03-04,0,1,1,NYR
2010-03-06,2,1,3,DAL
2010-03-07,0,1,1,BOS
2010-03-11,0,1,1,CAR
2010-03-12,1,0,1,NJD
2010-03-14,0,1,1,TBL
